price
100
93.12
93.12
93.12
93.12
93.12
93.12
93.12
97
92.99
92.99
92.99
92.99
97.99
97.99
97.99
97.99
97.99
93.11
87.16
88.51
83.48
88.51
88.51
78.65
86.21
86.21
86.21
77.01
77.01
77.01
71.19
77.01
72.21
70.8
70.8
72.42
71.13
71.13
70.23
70.23
68.91
68.12
71.13
68.91
68.91
57.89
62.81
58.5
60.38
60.38
60.38
53.81
55
55
55
55.01
55.01
55.14
57.9
57.9
57.9
49.63
53.49
54.63
53.08
53.08
48.23
48.23
48.23
49.81
49.81
47.55
49.81
47.55
47.55
44.12
46.12
48.81
48.81
47.35
51.44
53.81
51.99
51.99
50.03
50.03
49.52
46.8
49.32
49.32
49.32
46.53
49.03
45.03
45.6
41.88
41.88
43.68
44.67
41.18
41.18
45.6
41.45
41.45
42.21
39.89
39.89
39.89
38.82
38.82
38.82
38.82
37.98
39.5
34.27
37.68
37.69
35.49
34.03
34.03
39.03
39.03
39.03
37.61
37.61
37.61
36.5
35.39
35.39
35.39
35.65
36.63
35.86
32.79
31.99
30.2
33.98
34.14
31.04
31.68
31.68
30.07
32.67
33.12
30.52
31.16
31.16
29.61
34.61
28.55
28.85
28.55
28.55
30.5
28.86
28.86
28.86
28.86
31.26
29.15
30.05
32.46
32.46
32.46
31.57
33
33
33
33.34
32.34
32.34
32.76
32.42
34.12
34.12
35.38
35.87
35.87
36.08
33.86
36.69
33.86
32.83
31.49
32.83
32.84
34.6
33.47
37.7
37.7
35.1
35.86
35.98
34.81
33.6
34.81
34.59
32.41
36.12
36.12
36.12
37.29
37.64
37.29
37.29
37.29
31.63
31.63
31.63
31.63
31.63
31.63
31.63
36.63
36.63
36.63
41.63
41.87
43.78
43.78
43.78
43.78
38.39
38.39
38.59
38.59
38.59
38.59
41.06
39.83
40.24
40.24
36.61
39.44
37.4
37.4
37.4
37.4
37.4
41.25
36.19
39.2
35.58
36.36
36.36
33.09
33.09
35.63
35.63
33.49
33.49
35.08
35.88
35.88
38.07
39.87
39.87
40.78
36.74
40.34
41.78
39.14
39.14
44.19
41.27
39.12
39.12
39.51
42.74
42.74
39.66
39.71
39.71
41.4
41.4
37.65
39.72
41.31
41.74
41.74
38.22
39.88
39.88
41.75
40.04
40.04
39.54
39.54
39.54
39.78
39.78
40.81
37.17
38.47
41.15
37.15
37.15
37.92
37.92
37.92
35.47
35.47
32.61
34.4
36.02
36.71
35.49
38.19
38.19
39.74
39.75
35.9
34.46
36.88
36.88
39.21
33.88
33.88
35.32
35.33
35.16
35.16
37.2
37.27
37.27
37.27
42.27
41.29
41.29
43.31
48.31
48.31
44.08
41.72
41.72
43.57
42.88
43.44
48.44
48.44
53.44
53.44
47.07
52.13
50.91
47.77
47.77
47.77
47.77
37.95
38.75
35.95
37.37
37.37
36.98
37.77
36.98
38.1
38.1
38.1
38.1
33.61
38.1
43.1
34.28
34.28
36.7
36.7
36.7
33.28
33.17
34.99
34.99
34.26
35.57
35.57
30.8
30.8
27.89
27.89
27.08
27.08
28.3
28.02
29.55
29.55
27.96
31.52
26.98
32.2
34.36
28.64
30.76
30.76
28.26
27.35
31.6
31.65
33.04
33.04
32.68
31.35
28.98
28.98
28.74
30
28.13
28.13
28.54
31.46
31.57
31.58
33.3
33.3
36.96
39.26
33.43
33.43
35.67
39.26
36.36
30.11
30.12
26.72
26.72
31.17
28.1
32.16
32.29
30.29
39.26
39.26
37.2
37.2
32.21
33.85
38.41
38.41
33.57
31.37
31.37
32.77
39.26
39.26
39.26
35.63
37.58
37.58
39.25
39.25
39.26
29.96
30.84
30.84
34.22
30.67
34.22
39.25
39.25
37.94
